meanRF,meanNRF,HighSupportCladesProp,RFConsensus,NRFConsensus,CladeRecoveryConsensus,RFMCC,NRFMCC,CladeRecoveryMCC,likelihoodESS,priorESS,jointESS,tier,ZIP,leaves,independent_sites
9.18631263192979,0.656165187994985,0.333333333333333,5,0.357142857142857,0.4,6,0.428571428571429,0.6,8654.53529921137,7440.59487850102,7426.13701272212,3,"ZIP(0.5, 6.0)",10,10
8.38640151094323,0.599028679353088,0.333333333333333,7,0.5,0.4,8,0.571428571428571,0.5,9293.99803138238,8486.78456703603,9001.00000000001,4,"ZIP(0.5, 6.0)",10,10
11.1089878902344,0.793499135016744,0.111111111111111,6,0.428571428571429,0.3,12,0.857142857142857,0.3,8038.86963827258,5482.46009133966,5820.5024894248,2,"ZIP(0.7, 10.0)",10,10
8.6325963781802,0.616614027012872,0.444444444444444,5,0.357142857142857,0.4,8,0.571428571428571,0.5,9001.00000000003,8389.22199494097,8251.54427184318,3,"ZIP(0.7, 10.0)",10,10
12.0768803466282,0.862634310473439,0.111111111111111,7,0.5,0.1,10,0.714285714285714,0.3,3437.37462267933,1992.10037281301,2026.65614640299,4,"ZIP(0.7, 10.0)",10,10
13.3176313742917,0.951259383877982,0.111111111111111,7,0.5,0.1,14,1.0,0.1,8032.42308026652,5104.65473140603,5242.16937684444,2,"ZIP(0.9, 30.0)",10,10
13.3260748805688,0.951862491469202,0.111111111111111,7,0.5,0.1,14,1.0,0.1,8286.82496510877,5190.91095702291,5431.55210419996,3,"ZIP(0.9, 30.0)",10,10
8.64015109432285,0.617153649594489,0.444444444444444,5,0.357142857142857,0.4,10,0.714285714285714,0.4,9000.99999999999,9220.53587462323,8626.51421155124,4,"ZIP(0.9, 30.0)",10,10
4.13465170536607,0.295332264669005,0.777777777777778,3,0.214285714285714,0.7,4,0.285714285714286,0.7,9001.00000000002,8514.89216347068,9001.0,1,independent,10,50
6.5994889456727,0.47139206754805,0.333333333333333,3,0.214285714285714,0.6,4,0.285714285714286,0.7,8635.29041964401,9000.99999999999,8673.49666589689,2,"ZIP(0.2, 3.75)",10,50
4.51683146317076,0.322630818797911,0.666666666666667,3,0.214285714285714,0.7,4,0.285714285714286,0.7,9000.99999999999,9001.0,8174.99139534332,3,"ZIP(0.2, 3.75)",10,50
